step,loss,embedding_grad_norm,output_proj_grad_norm,embedding_grad_mean,output_proj_grad_mean,embedding_grad_abs_mean,output_proj_grad_abs_mean
1,0.0,0.4303576648235321,0.6176128387451172,7.41073868937292e-15,5.64524386167508e-14,4.8861707909964025e-05,5.5243294809770305e-06
2,0.0,0.5916061401367188,1.6810275316238403,8.132383655379272e-15,9.548059466278538e-15,6.272835889831185e-05,5.686195891030366e-06
3,0.0,0.3436039388179779,1.0836941003799438,-8.68749516769185e-15,8.424699807674414e-15,3.542412741808221e-05,6.098941412346903e-06
4,0.0,0.28999364376068115,1.433666467666626,1.5931700403370996e-14,-9.855489227451539e-15,2.8873571864096448e-05,6.669747108389856e-06
5,0.0,0.18774394690990448,0.856107234954834,4.865899350114944e-16,-3.448556070155713e-14,1.7458132788306102e-05,6.523646334244404e-06
6,0.0,0.15452341735363007,0.738373875617981,-1.1449174941446927e-16,7.859842334270728e-14,1.4560648196493275e-05,6.337928425637074e-06
7,0.0,0.1510365903377533,1.4510911703109741,-1.457167719820518e-15,2.8515147328881524e-14,1.4370902135851793e-05,6.791978194087278e-06
8,0.0,0.20049640536308289,2.2135462760925293,7.438494264988549e-15,-1.9253046185596038e-15,1.699789754638914e-05,6.594088517886121e-06
9,0.0,0.05669458210468292,0.7797354459762573,1.0954778750793537e-15,-8.653313153105403e-15,5.568160759139573e-06,6.553436378453625e-06
10,0.0,0.0505962073802948,0.7647219896316528,1.126052376343445e-15,2.9001503482799576e-14,4.21368577008252e-06,6.405899512174074e-06
11,0.0,0.11119910329580307,3.361711025238037,2.418204525511669e-15,-1.550434856455868e-14,1.0996967830578797e-05,6.476016551459907e-06
12,0.0,0.17481251060962677,2.170417308807373,-7.028232162920034e-15,-1.0413372909193891e-13,1.2327885997365229e-05,6.559459507116117e-06
13,0.0,0.03704359754920006,1.0054049491882324,-4.0158848468863084e-16,7.12718001071944e-15,3.63206254405668e-06,6.028800726198824e-06
14,0.0,0.05536583065986633,0.9863232374191284,-2.153225514556212e-15,1.0120562428470731e-13,4.610465111909434e-06,6.210549599927617e-06
15,0.0,0.016554847359657288,0.6662442684173584,-7.183923594888952e-16,1.8958011904573156e-15,2.372471726630465e-06,6.032160854374524e-06
16,0.0,0.0949137732386589,0.7505090236663818,-2.310651670001107e-15,2.503961935799298e-13,5.883030098630115e-06,6.376911642291816e-06
17,0.0,0.12867304682731628,1.6423922777175903,-1.3877787807814457e-16,3.1532721854639345e-13,9.021776349982247e-06,7.135230589483399e-06
18,0.0,0.01618947647511959,0.6831516623497009,-1.454999315475547e-16,-6.624436649184037e-14,2.157541530323215e-06,5.713306563848164e-06
19,0.0,0.09811598062515259,0.8977420330047607,-1.0651202142497596e-15,-6.836547929330028e-14,6.952556304895552e-06,6.034437319613062e-06
20,0.0,0.04235386103391647,0.5828997492790222,-6.483528991463317e-16,-3.2146323363652085e-15,2.2028993953426834e-06,5.560424597206293e-06
21,0.0,0.07363880425691605,0.4558061361312866,1.0260889360402814e-15,6.704666254695249e-14,2.2802148578193737e-06,5.211872576182941e-06
22,0.0,0.2796768844127655,0.9076690077781677,-3.8849132244500595e-15,-1.8663046233219002e-14,1.167580467154039e-05,5.6333701650146395e-06
23,0.0,0.015761317685246468,0.5343201756477356,-3.89011739487799e-16,5.044452201330256e-15,1.814469214878045e-06,5.323155619407771e-06
24,0.0,0.03542720898985863,0.46948835253715515,5.195496810550537e-16,-9.635280989956155e-15,1.7804524077291717e-06,5.112509370519547e-06
25,0.0,0.1585012972354889,0.3249625563621521,3.080218372031318e-16,6.221744311158545e-14,2.15220916288672e-06,4.919976163364481e-06
26,0.0,0.01559433713555336,0.4776737093925476,1.0148132334464322e-16,-5.431723711627921e-15,1.9993685782537796e-06,4.975042884325376e-06
27,0.0,0.048616062849760056,0.554159939289093,-1.1030672902867522e-15,1.0936184005909053e-13,3.311044110887451e-06,5.542155122384429e-06
28,0.0,0.01074566226452589,0.5269877910614014,3.6721927582084035e-16,-2.4298469933716794e-14,1.6626536307740025e-06,5.2713012337335385e-06
29,0.0,0.013650760985910892,1.0496171712875366,3.903127820947816e-18,-7.735333912035208e-14,1.8339881080464693e-06,5.33212732989341e-06
30,0.0,0.055096227675676346,0.9800294041633606,-1.7976072019809664e-16,2.1348854216569901e-13,4.0241252463601995e-06,6.449287866416853e-06
31,0.0,0.012151754461228848,0.4664354920387268,1.194790794079026e-16,-1.01685691218992e-15,1.6400763342971914e-06,4.556795374810463e-06
32,0.0,0.016188250854611397,0.5548633337020874,6.163689350580093e-16,1.8559935218483842e-14,1.9225394680688623e-06,5.156133738637436e-06
33,0.0,0.01268475130200386,0.41474661231040955,5.139118297581291e-17,2.623360987534344e-14,1.9283113488199888e-06,4.50673132945667e-06
34,0.0,0.018880531191825867,0.534920334815979,-3.213575239247035e-16,-2.181263321549866e-14,2.4970540835056454e-06,4.513443400355754e-06
35,0.0,0.04305095225572586,0.4696297347545624,-3.5583515300974256e-16,-6.307853680576417e-14,2.7343623969500186e-06,4.758641807711683e-06
36,0.0,0.04374909773468971,0.31242436170578003,-6.401129626354418e-16,-5.8966122390142865e-15,4.29199371865252e-06,4.325822374084964e-06
37,0.0,0.02991102822124958,0.4339377284049988,3.1452705023804484e-16,-1.602400666583098e-14,2.162094915547641e-06,4.133557467866922e-06
38,0.0,0.08355676382780075,0.5389986634254456,-1.5636363731585945e-15,4.646184424608041e-14,2.739774117799243e-06,4.801010618393775e-06
39,0.0,0.01730196177959442,0.3579622507095337,6.375108774214766e-17,-6.530071080222688e-14,2.4228013444371754e-06,4.003576123068342e-06
40,0.0,0.061915162950754166,0.5438953042030334,-2.0005698486702528e-15,1.4498439341453784e-14,7.153601927711861e-06,4.675846412283136e-06
41,0.0,0.08864947408437729,0.42858830094337463,-6.1695440423115144e-15,1.4811695842270947e-14,3.4392173802189063e-06,3.905078301613685e-06
42,0.0,0.0369449146091938,0.3553994297981262,4.714111045966973e-16,2.778799326058623e-14,4.682052349380683e-06,4.1404678086109925e-06
43,0.0,0.019962165504693985,0.5644437670707703,-1.2253652953431171e-15,-1.766045568520145e-14,2.8691295028693276e-06,4.796864686795743e-06
44,0.0,0.0596127025783062,0.7313322424888611,2.2217470918572957e-15,8.977975291370524e-14,3.2317982459062478e-06,4.830080797546543e-06
45,0.0,0.043791353702545166,2.5222361087799072,-1.2646134139870924e-15,1.7028950949002364e-12,4.021489075967111e-06,5.593236437562155e-06
46,0.0,0.025237157940864563,0.5358883142471313,9.194034422677078e-17,1.8136468296284106e-15,3.6412313875189284e-06,3.989665401604725e-06
47,0.0,0.026673907414078712,0.3839133381843567,-3.400058012914542e-16,2.142899971170945e-15,3.916180503438227e-06,4.36141135651269e-06
48,0.0,0.028782444074749947,0.556090772151947,7.817097663620487e-16,9.528707728049092e-16,4.0190107029047795e-06,3.800456624958315e-06
49,0.0,0.10214757919311523,1.0127846002578735,3.6914915568786455e-15,3.653989596655435e-15,9.902749297907576e-06,4.901699867332354e-06
50,0.0,0.0306886974722147,0.8101868629455566,-1.5612511283791264e-17,2.1273906708517767e-14,4.827894827030832e-06,4.147173967794515e-06
51,0.0,0.029334109276533127,0.44661787152290344,2.42861286636753e-17,-3.7400816018978884e-15,4.260374225850683e-06,3.949468919017818e-06
52,0.0,0.05960645526647568,0.7100448608398438,-5.512083844916305e-16,6.294526802997497e-14,6.422451406251639e-06,5.012254860048415e-06
53,0.0,0.02467491291463375,0.7542548179626465,1.8604909279851256e-16,-1.4955381429245483e-14,3.5926179862144636e-06,4.788654678122839e-06
54,0.0,0.039024222642183304,0.5055017471313477,-3.7600131341797294e-16,-2.5211315223390386e-15,5.335055902833119e-06,4.378272933536209e-06
55,0.0,0.03419339656829834,0.3698066473007202,-1.4224732503009818e-16,-3.9275057679829736e-14,4.7746416385052726e-06,3.925963937945198e-06
56,0.0,0.027928559109568596,0.5460819005966187,-7.370406368556459e-16,-2.0563420554558544e-14,4.204035576549359e-06,4.201023330097087e-06
57,0.0,0.031829025596380234,0.4024540185928345,-3.369700352084948e-16,-3.8328825315990696e-15,4.658568286686204e-06,3.746639322343981e-06
58,0.0,0.05969984829425812,0.9085384011268616,1.2065001775418693e-15,-2.8203832227579467e-14,7.169980108301388e-06,5.1122865443176124e-06
59,0.0,0.03178022801876068,0.43002185225486755,5.685556192513985e-16,-9.817351569001414e-15,4.697458734881366e-06,3.663197503556148e-06
60,0.0,0.06353244185447693,1.0041377544403076,4.163336342344337e-17,-3.3991045926291125e-14,9.1278388936189e-06,6.02733143750811e-06
61,0.0,0.028843309730291367,0.37851548194885254,-1.6523241108679088e-16,1.9088067037360476e-14,4.247039669280639e-06,3.833929895336041e-06
62,0.0,0.03277197852730751,0.54078608751297,3.0314292742694704e-16,5.203923094309823e-15,4.9601198952586856e-06,4.466114660317544e-06
63,0.0,0.030650503933429718,0.44669362902641296,2.23562487966511e-16,6.472628524465101e-15,4.52747644885676e-06,4.372117018647259e-06
64,0.0,0.03723261132836342,0.2999171018600464,-1.0148132334464322e-15,7.522961237521695e-15,5.370711733121425e-06,3.5569005376601126e-06
65,0.0,0.04674093797802925,0.46172788739204407,8.690964614643804e-16,3.113730722369666e-14,5.4882416407053825e-06,3.899931016349001e-06
66,0.0,0.042788587510585785,0.37930771708488464,1.1978265601619853e-15,-6.817214571715538e-14,6.307875082711689e-06,3.986429874203168e-06
67,0.0,0.0390218123793602,0.29100775718688965,-9.410874857174178e-16,1.4306976014056422e-14,5.624447112495545e-06,3.444976528044208e-06
68,0.0,0.030484870076179504,0.4378247857093811,9.387022409379497e-16,-2.6121669389166102e-14,4.252388862369116e-06,4.351142251834972e-06
69,0.0,0.04135691747069359,0.6197847127914429,8.955509944730267e-16,4.548128841315273e-14,5.82261236559134e-06,4.028449438919779e-06
70,0.0,0.19507399201393127,0.4937942922115326,-3.1931922384043077e-15,-1.3310599299739927e-14,5.3355588534031995e-06,4.592306595441187e-06
71,0.0,0.072695292532444,1.2478245496749878,-2.549176147947918e-15,-5.4574664828509895e-14,4.004055881523527e-06,5.989561941532884e-06
72,0.0,0.04374102130532265,0.6186532378196716,1.0538445116559103e-15,-4.883943184770534e-14,6.3291981859947555e-06,5.1727743084484246e-06
73,0.0,0.03883083909749985,0.35556402802467346,-1.6588293239028218e-15,4.280361567304044e-15,5.797834091936238e-06,3.6990413718740456e-06
74,0.0,0.039982229471206665,0.40606367588043213,1.5102936262723077e-15,-1.3772521094228534e-14,5.705067906092154e-06,3.6798012388317147e-06
75,0.0,0.13962309062480927,0.4231948256492615,4.27457548524135e-15,4.523134931920872e-14,5.981845788483042e-06,3.7445661291712895e-06
76,0.0,0.03935839235782623,0.43078067898750305,1.4541319537375585e-15,-2.5144573262311483e-15,5.918298938922817e-06,3.978661879955325e-06
77,0.0,0.0721738338470459,0.37612709403038025,4.863730945769973e-16,1.9791702388842307e-14,5.814233190903906e-06,3.509445605232031e-06
78,0.0,0.04334694519639015,0.2912907898426056,-6.171278765787491e-16,5.387265599204503e-16,6.052831849956419e-06,3.5028688216698356e-06
79,0.0,0.034504640847444534,0.6883875131607056,-4.826868071905466e-16,-2.2072816325906762e-14,4.9960108299274e-06,4.613154032995226e-06
80,0.0,0.05773957818746567,0.5291896462440491,-8.656270145124267e-16,-6.024965682610572e-14,5.815388249175157e-06,4.582337169267703e-06
81,0.0,0.02903127297759056,0.8059262037277222,-6.080205783298709e-16,8.311488433263015e-14,4.003055437351577e-06,5.432080342870904e-06
82,0.0,0.15457895398139954,0.3733431398868561,-9.3046230442706e-16,-2.4901342245793254e-14,6.660789040324744e-06,3.878014013025677e-06
83,0.0,0.048813220113515854,0.2688129246234894,-4.536301889679351e-16,-1.1438227887636612e-14,7.116957476682728e-06,3.5417924664216116e-06
84,0.0,0.04773302748799324,0.29021570086479187,-1.2069338584108635e-15,3.872079404749736e-15,6.992200724198483e-06,3.738553687071544e-06
85,0.0,0.05366508290171623,0.3457852303981781,-1.9316145905001747e-15,5.017332323941541e-15,7.77703826315701e-06,3.692510745167965e-06
86,0.0,0.06376395374536514,0.6263001561164856,-1.8860780992557835e-15,-5.945865680237819e-14,8.709831490705255e-06,4.51907908427529e-06
87,0.0,0.044222865253686905,0.3054788112640381,5.811323644522304e-17,9.415990936175594e-15,6.742770437995205e-06,3.569155978766503e-06
88,0.0,0.045049551874399185,0.6720107793807983,6.778431982379374e-16,1.2491845394462658e-13,6.629441941186087e-06,4.789091690327041e-06
89,0.0,0.04623077064752579,0.27074286341667175,5.715913853343579e-16,9.626028849073296e-15,7.091913175827358e-06,3.37311530529405e-06
90,0.0,0.048696987330913544,0.3403674066066742,-6.240667704826564e-16,-2.45092320597844e-14,7.453676516888663e-06,3.5558807667257497e-06
91,0.0,0.19370634853839874,0.7258814573287964,-1.3955850364233413e-15,7.417659795584935e-15,7.16103977538296e-06,4.5602373575093225e-06
92,0.0,0.050763655453920364,0.2936953604221344,-2.359657608197452e-15,3.589933153535802e-15,7.628844286955427e-06,3.5892346659238683e-06
93,0.0,0.04900664463639259,0.24439892172813416,-1.663599813461758e-15,5.000241316648318e-15,7.439375622197986e-06,3.385130639799172e-06
94,0.0,0.05088622495532036,0.3789871633052826,-1.4480604215716397e-15,-2.003797213605881e-14,7.791769348841626e-06,3.3264652756770374e-06
95,0.0,0.6062125563621521,0.4844212830066681,6.081073145036697e-15,-1.4777548556035337e-14,9.645062164054252e-06,4.305305083107669e-06
96,0.0,0.05540189519524574,0.7014601230621338,-1.80107664893292e-15,2.4091556725361514e-14,7.659417860850226e-06,4.547897788143018e-06
97,0.0,0.045882049947977066,0.5121185779571533,2.45029690981724e-17,-2.9554815897132186e-14,6.446664428949589e-06,4.7258490667445585e-06
98,0.0,0.05541883036494255,0.30495119094848633,1.938987165273076e-15,2.69448020312642e-15,8.179844371625222e-06,3.517258846841287e-06
99,0.0,0.0492606945335865,0.503670871257782,1.0434361708000495e-15,-1.4582553101247925e-14,7.600987373734824e-06,3.5083935472357552e-06
100,0.0,0.042044613510370255,0.36427074670791626,-7.494005416219807e-16,-1.1292423024228046e-14,6.691591806884389e-06,3.354556383783347e-06
101,0.0,0.04421623796224594,0.33010682463645935,-3.0878077872387166e-16,2.5638736942420852e-14,6.85649274601019e-06,3.56939813173085e-06
102,0.0,0.043859511613845825,0.252949982881546,1.1913213471270723e-15,6.2774920386919706e-15,6.5865360738825984e-06,3.3203211842192104e-06
103,0.0,0.06038568168878555,0.762030839920044,1.065987575987748e-15,1.081831835485908e-14,8.989740308606997e-06,4.751038886752212e-06
104,0.0,0.04669809341430664,0.20449675619602203,2.5500435096859064e-16,4.30529228804058e-15,7.053329682094045e-06,3.233395318602561e-06
105,0.0,0.04746433347463608,0.24254350364208221,-1.3400738851920835e-15,1.314717360992963e-14,7.212535820144694e-06,3.3913340757862898e-06
106,0.0,0.0404762402176857,1.3539959192276,2.3227947343329447e-15,1.069747182546113e-13,5.21857691637706e-06,4.819102741748793e-06
107,0.0,0.05942440405488014,0.3013460040092468,-5.568462357885551e-16,8.818221785848106e-16,7.63887965149479e-06,3.7897832498856587e-06
108,0.0,0.04273494705557823,0.6732624769210815,-7.949370328663719e-16,2.8596506537531194e-14,6.4469627432117704e-06,4.6644076974189375e-06
109,0.0,0.05228269472718239,0.2750692665576935,4.423544863740858e-16,-1.4800148453859266e-15,7.91623824625276e-06,3.557434865797404e-06
110,0.0,0.05298647657036781,0.36879023909568787,3.737028048123037e-15,-1.3044697022871962e-14,7.723545422777534e-06,4.121248366573127e-06
